timestamp	x	y	z	qw	qx	qy	qz
1763016405.212134	-105.227989	-2.682950	-9.214282	0.448678	-0.049222	-0.068462	0.889707
1763016405.412163	-105.436295	-1.995998	-9.006699	0.449888	-0.041957	-0.049637	0.890717
1763016405.612413	-105.597588	-1.280486	-8.806888	0.451583	-0.035890	-0.032772	0.890904
1763016405.812914	-105.715263	-0.569007	-8.624609	0.457455	-0.054683	-0.016833	0.887390
1763016406.013005	-105.788101	0.133163	-8.457286	0.475323	-0.058987	-0.007492	0.877800
1763016406.213903	-105.815613	0.805090	-8.306451	0.505930	-0.066034	0.004149	0.860033
1763016406.413593	-105.798744	1.475859	-8.162126	0.550361	-0.065418	0.005899	0.832339
1763016406.614298	-105.742867	2.085357	-8.031974	0.599175	-0.036461	-0.011438	0.799706
1763016406.814178	-105.659874	2.700422	-7.881216	0.644086	0.011897	0.005262	0.764843
1763016407.014990	-105.586212	3.305495	-7.717391	0.673899	0.035128	0.030145	0.737372
1763016407.214850	-105.546547	3.909356	-7.577279	0.692558	0.019019	0.020987	0.720806
1763016407.415189	-105.532166	4.509291	-7.501030	0.702632	0.002495	0.006663	0.711518
1763016407.615564	-105.524986	5.095380	-7.478000	0.707169	-0.003304	0.000622	0.707036
1763016407.815628	-105.516373	5.712728	-7.472527	0.708629	-0.002536	0.000532	0.705576
1763016408.016019	-105.507301	6.290277	-7.477956	0.708167	0.000107	0.002174	0.706042
1763016408.216169	-105.499336	6.864516	-7.494123	0.706738	0.002387	0.003254	0.707464
1763016408.416502	-105.494118	7.480003	-7.522429	0.704915	0.003972	0.003348	0.709273
1763016408.616786	-105.493240	8.040855	-7.556145	0.703595	0.005090	0.002932	0.710577
1763016408.817087	-105.497040	8.653193	-7.598673	0.702954	0.006220	0.002327	0.711205
1763016409.017298	-105.505249	9.221656	-7.640530	0.703208	0.007175	0.001791	0.710946
1763016409.217567	-105.518394	9.799546	-7.682498	0.704167	0.008007	0.001242	0.709988
1763016409.418573	-105.536491	10.378838	-7.721315	0.705528	0.008538	0.000592	0.708630
1763016409.618197	-105.559090	10.951316	-7.754313	0.706912	0.008768	-0.000158	0.707248
1763016409.818500	-105.587929	11.561707	-7.781826	0.708103	0.008760	-0.001108	0.706054
1763016410.019153	-105.619415	12.139719	-7.803307	0.708700	0.014089	0.004321	0.705356
1763016410.219063	-105.662498	12.730012	-7.853512	0.708686	0.023094	0.014276	0.705002
1763016410.420383	-105.728416	13.323824	-7.976867	0.708622	0.020657	0.011934	0.705184
1763016410.619621	-105.817764	13.948323	-8.178556	0.708533	0.004434	-0.006034	0.705637
1763016410.819901	-105.903130	14.540281	-8.396978	0.708099	-0.003450	-0.014533	0.705956
1763016411.020252	-105.980209	15.135511	-8.600666	0.707758	-0.002847	-0.013684	0.706317
1763016411.220724	-106.050873	15.742443	-8.748471	0.707601	-0.001423	-0.011720	0.706513
1763016411.420826	-106.119606	16.388296	-8.813736	0.707664	-0.000905	-0.010546	0.706470
1763016411.621069	-106.178612	16.989536	-8.778760	0.707914	-0.000852	-0.009955	0.706228
1763016411.821467	-106.233315	17.591976	-8.650116	0.708274	-0.000851	-0.009430	0.705875
1763016412.021638	-106.284294	18.205048	-8.454831	0.708646	-0.000710	-0.008666	0.705510
1763016412.222042	-106.333290	18.855740	-8.215916	0.707491	-0.014419	0.010750	0.706494
1763016412.422463	-106.377998	19.451527	-7.970789	0.684081	-0.051729	0.065378	0.724627
1763016412.622515	-106.426422	19.981495	-7.719139	0.609643	-0.102963	0.120530	0.776664
1763016412.822464	-106.470062	20.400906	-7.474438	0.522180	-0.118204	0.132317	0.834175
1763016413.023107	-106.486122	20.649303	-7.281503	0.463603	-0.080793	0.104703	0.876118
1763016413.223012	-106.479332	20.760414	-7.145525	0.427819	-0.047864	0.081228	0.898934
1763016413.423248	-106.464058	20.783312	-7.032721	0.407031	-0.027178	0.059813	0.911049
1763016413.623469	-106.448189	20.747393	-6.940639	0.396579	-0.012561	0.035066	0.917244
1763016413.823468	-106.433784	20.672470	-6.874089	0.392224	-0.008082	0.026076	0.919464
1763016414.023829	-106.422546	20.575153	-6.842857	0.392128	-0.006168	0.021589	0.919637
1763016414.223938	-106.413490	20.452456	-6.845054	0.394462	-0.002305	0.013944	0.918804
1763016414.424129	-106.410416	20.320282	-6.878026	0.397342	0.020326	0.025030	0.917104
1763016414.624222	-106.433495	20.170721	-6.964481	0.399309	0.022943	0.038925	0.915702
1763016414.825588	-106.490875	20.000927	-7.113157	0.400654	0.019620	0.031093	0.915492
1763016415.024342	-106.577934	19.805944	-7.284797	0.400995	0.007693	-0.003936	0.916040
1763016415.225002	-106.665329	19.624699	-7.412276	0.399126	-0.006648	-0.061708	0.914793
1763016415.424698	-106.737335	19.476984	-7.506996	0.395439	0.025271	-0.070074	0.915466
1763016415.625463	-106.800407	19.400501	-7.584112	0.392807	0.057543	-0.058117	0.915977
1763016415.825380	-106.890358	19.387362	-7.651651	0.390903	0.099761	-0.066094	0.912619
1763016416.025278	-107.038956	19.460894	-7.702288	0.391697	0.120765	-0.071733	0.909309
1763016416.225392	-107.250488	19.625624	-7.721060	0.395722	0.101023	-0.060894	0.910764
1763016416.425697	-107.522285	19.873272	-7.711194	0.398685	0.076503	-0.047554	0.912653
1763016416.625671	-107.837349	20.184580	-7.678315	0.400086	0.052371	-0.049890	0.913619
1763016416.825970	-108.154266	20.532373	-7.633701	0.400948	0.008939	-0.092137	0.911412
1763016417.026659	-108.447128	20.948124	-7.582978	0.398169	-0.038887	-0.131022	0.907073
1763016417.226342	-108.679840	21.458786	-7.518817	0.392226	-0.045280	-0.119206	0.910987
1763016417.427102	-108.831169	22.017500	-7.448251	0.387993	-0.060500	-0.098211	0.914416
1763016417.626784	-108.909019	22.664833	-7.374421	0.384636	-0.088230	-0.077300	0.915585
1763016417.827992	-108.894089	23.305180	-7.307705	0.381339	-0.079306	-0.059855	0.919080
1763016418.027304	-108.798599	23.993593	-7.245128	0.381938	-0.052000	-0.030698	0.922213
1763016418.227921	-108.662086	24.645441	-7.199826	0.387159	-0.014907	0.029585	0.921418
1763016418.427655	-108.517548	25.305693	-7.176362	0.393383	0.031208	0.101863	0.913181
1763016418.628085	-108.431313	25.886904	-7.174603	0.399433	0.048914	0.122525	0.907220
1763016418.828261	-108.422920	26.382059	-7.181987	0.404523	0.045806	0.118263	0.905691
1763016419.028517	-108.494049	26.798193	-7.204687	0.406442	0.072759	0.155293	0.897438
1763016419.228842	-108.665573	27.114801	-7.234694	0.410248	0.104622	0.147999	0.893783
1763016419.429127	-108.976471	27.375954	-7.260839	0.413687	0.114356	0.088284	0.898884
1763016419.629200	-109.391968	27.600992	-7.282243	0.412964	0.096229	0.014369	0.905535
1763016419.829456	-109.888855	27.848307	-7.305353	0.408316	0.054863	-0.037514	0.910418
1763016420.030005	-110.393135	28.124603	-7.329329	0.402382	0.034091	-0.038125	0.914042
1763016420.230097	-110.932770	28.450834	-7.354568	0.399339	0.025596	-0.025457	0.916093
1763016420.430188	-111.489517	28.808584	-7.378848	0.400648	0.019598	-0.016803	0.915868
1763016420.630461	-112.037125	29.173153	-7.399828	0.405137	0.013924	-0.012484	0.914065
1763016420.831409	-112.572311	29.538046	-7.416778	0.410779	0.008780	-0.010202	0.911636
1763016421.030772	-113.133202	29.927952	-7.430210	0.416161	0.004977	-0.001276	0.909277
1763016421.231037	-113.696869	30.315582	-7.439897	0.419186	0.003998	0.049196	0.906558
1763016421.431378	-114.267403	30.666254	-7.444668	0.420932	0.002696	0.046355	0.905903
1763016421.631508	-114.851250	30.986261	-7.443600	0.420773	-0.005647	-0.013212	0.907052
1763016421.831841	-115.443542	31.318876	-7.439065	0.418432	-0.010811	-0.036818	0.907437
1763016422.032498	-115.981461	31.651028	-7.430820	0.415795	-0.011968	-0.031864	0.908821
1763016422.232317	-116.523308	32.015709	-7.418880	0.412981	-0.012200	-0.024553	0.910327
1763016422.432581	-117.030785	32.381657	-7.405396	0.410791	-0.011959	-0.020562	0.911419
1763016422.633041	-117.543571	32.773865	-7.390602	0.409541	-0.011508	-0.018388	0.912034
1763016422.833349	-118.025238	33.162685	-7.376577	0.409409	-0.010374	-0.016718	0.912139
1763016423.034195	-118.486000	33.551647	-7.363975	0.410298	-0.006451	0.006520	0.911905
1763016423.234030	-118.957703	33.940807	-7.355775	0.411042	-0.002723	0.074430	0.908569
1763016423.434003	-119.443130	34.267525	-7.354983	0.411654	-0.002398	0.126990	0.902446
1763016423.634238	-119.973404	34.502567	-7.353695	0.405676	-0.029271	0.151267	0.900938
1763016423.834811	-120.522675	34.611900	-7.348754	0.373475	-0.064126	0.160356	0.911422
1763016424.034909	-121.072266	34.583427	-7.335256	0.303661	-0.079476	0.142802	0.938659
1763016424.235067	-121.595047	34.428341	-7.314377	0.192450	-0.084804	0.090376	0.973449
1763016424.435379	-122.058784	34.193035	-7.293816	0.059618	-0.075874	0.023754	0.995050
1763016424.635569	-122.483551	33.922565	-7.278944	0.053928	0.034515	0.032326	-0.997424
1763016424.836625	-122.862732	33.686958	-7.273027	0.123072	-0.025926	0.040241	-0.991243
1763016425.036340	-123.274773	33.471020	-7.276215	0.164121	-0.060985	-0.001783	-0.984552
1763016425.236538	-123.725136	33.251804	-7.285012	0.184726	-0.053305	-0.029978	-0.980885
1763016425.436721	-124.211647	33.003654	-7.296786	0.192917	-0.038796	-0.033363	-0.979880
1763016425.636915	-124.729942	32.720291	-7.311261	0.193832	-0.028003	-0.026005	-0.980290
1763016425.836911	-125.262848	32.413525	-7.328263	0.187104	0.009050	-0.005396	-0.982284
1763016426.037173	-125.777733	32.108990	-7.348943	0.158874	0.052736	0.017444	-0.985735
1763016426.238177	-126.240219	31.832048	-7.369800	0.105639	0.069249	0.027875	-0.991599
1763016426.438017	-126.658249	31.577929	-7.389629	0.024160	0.076704	0.038425	-0.996020
1763016426.637994	-127.038345	31.342764	-7.406068	0.091078	-0.060707	-0.051913	0.992635
1763016426.838224	-127.344078	31.157995	-7.417229	0.218789	-0.041980	-0.066044	0.972629
1763016427.039088	-127.608200	31.016991	-7.425353	0.347964	0.010150	-0.081536	0.933900
1763016427.238615	-127.866364	30.938978	-7.435672	0.448685	0.094904	-0.096832	0.883345
1763016427.438825	-128.156326	30.968349	-7.445155	0.518679	0.109521	-0.120200	0.839362
1763016427.639395	-128.446976	31.114374	-7.442978	0.560476	0.083752	-0.132645	0.813177
1763016427.839242	-128.755341	31.397987	-7.427646	0.584973	0.055128	-0.131851	0.798362
1763016428.039513	-129.028625	31.783869	-7.401765	0.595521	0.028484	-0.109352	0.795353
1763016428.239844	-129.271774	32.259861	-7.369411	0.591704	0.008819	-0.076819	0.802439
1763016428.439908	-129.477188	32.774330	-7.337842	0.572249	-0.000495	-0.049905	0.818560
1763016428.640113	-129.662003	33.327950	-7.309081	0.538121	0.001386	-0.031621	0.842273
1763016428.840626	-129.836166	33.912056	-7.285567	0.494021	0.026113	-0.029868	0.868544
1763016429.041242	-130.009857	34.506493	-7.269905	0.455469	0.042274	-0.021946	0.888977
1763016429.241201	-130.212173	35.156460	-7.260385	0.429949	0.035083	0.001594	0.902170
1763016429.441584	-130.427582	35.778996	-7.258934	0.419812	0.035593	0.020599	0.906679
1763016429.641650	-130.690186	36.440575	-7.266022	0.414700	-0.009005	0.058773	0.908014
1763016429.841763	-130.952881	37.024120	-7.285110	0.409886	-0.076917	0.095776	0.903828
1763016430.042009	-131.181137	37.487961	-7.315980	0.408771	-0.120055	0.139657	0.893862
1763016430.242170	-131.386826	37.834332	-7.354146	0.418126	-0.107312	0.199094	0.879782
1763016430.442820	-131.573715	37.981464	-7.381023	0.431203	-0.060077	0.227574	0.871014
1763016430.642576	-131.810303	37.941345	-7.386212	0.440294	-0.012289	0.205017	0.874047
1763016430.843169	-132.085556	37.759850	-7.370868	0.440832	0.010500	0.150673	0.884791
1763016431.043009	-132.437408	37.461910	-7.345126	0.432219	0.011265	0.104413	0.895632
1763016431.243344	-132.834885	37.089031	-7.319726	0.421094	0.007965	0.082837	0.903191
1763016431.443375	-133.259598	36.664314	-7.297809	0.413285	0.006972	0.069003	0.907957
1763016431.643719	-133.710556	36.192982	-7.279703	0.410723	0.007156	0.056553	0.909976
1763016431.843779	-134.183289	35.684486	-7.266048	0.413260	0.007427	0.045060	0.909467
1763016432.044166	-134.673859	35.147625	-7.257510	0.419296	0.007576	0.034612	0.907158
1763016432.244502	-135.178818	34.590420	-7.254596	0.426544	0.007603	0.025009	0.904089
1763016432.444697	-135.710434	34.002987	-7.257724	0.433075	0.011311	0.012795	0.901196
1763016432.644798	-136.229736	33.440796	-7.268072	0.434170	0.047380	-0.023613	0.899274
1763016432.845214	-136.788773	32.900242	-7.290165	0.421231	0.091727	-0.070626	0.899535
1763016433.045513	-137.368759	32.455658	-7.314532	0.398697	0.092228	-0.090299	0.907954
1763016433.245529	-138.001053	32.101566	-7.341248	0.370423	0.069046	-0.144296	0.914985
1763016433.445892	-138.629242	31.886122	-7.369259	0.338838	0.026376	-0.184843	0.922131
1763016433.645979	-139.228088	31.815294	-7.384195	0.301155	0.006790	-0.161103	0.939843
1763016433.846389	-139.792343	31.868048	-7.385226	0.260487	0.004459	-0.121583	0.957781
1763016434.046488	-140.324478	32.012280	-7.378892	0.221658	0.003611	-0.085945	0.971323
1763016434.246634	-140.345535	32.015739	-7.365802	0.190031	0.001415	-0.052574	0.980368
1763016434.447036	-140.334137	32.010731	-7.344215	0.173816	-0.001949	0.009373	0.984732
1763016434.647131	-140.323318	32.005314	-7.329562	0.164868	-0.010320	0.069427	0.983815
1763016434.847345	-140.321945	31.994066	-7.323016	0.157279	-0.013459	0.082206	0.984035
1763016435.047755	-140.337936	31.931633	-7.309398	0.145797	-0.010519	0.063185	0.987239
1763016435.247926	-140.362793	31.805841	-7.291690	0.124534	-0.010631	0.037809	0.991438
1763016435.448092	-140.380707	31.644749	-7.278953	0.101024	-0.050558	0.040890	0.992757
1763016435.648750	-140.361374	31.450352	-7.273447	0.083985	-0.096359	0.038882	0.991035
1763016435.848501	-140.265686	31.205009	-7.274619	0.074332	-0.076615	0.028455	0.993879
1763016436.048797	-140.113998	30.941628	-7.281552	0.068452	-0.021904	0.026337	0.997066
1763016436.248943	-139.944885	30.656046	-7.296433	0.062317	0.023606	0.024211	0.997483
1763016436.449304	-139.794800	30.354370	-7.319535	0.055488	0.059048	-0.001393	0.996711
1763016436.649399	-139.693008	30.058075	-7.349780	0.040595	0.104412	-0.049454	0.992474
1763016436.850432	-139.673920	29.812817	-7.384027	0.016825	0.151493	-0.106395	0.982572
1763016437.563053	-139.775436	29.646959	-7.413918	0.016563	-0.186861	0.139150	-0.972340
1763016437.762707	-140.032928	29.584646	-7.413723	0.060324	-0.171420	0.111417	-0.977017
1763016437.962718	-140.415833	29.603815	-7.382822	0.106464	-0.140164	0.074252	-0.981584
1763016438.163911	-140.910339	29.668886	-7.333312	0.153934	-0.112949	0.045332	-0.980557
1763016438.363320	-141.513611	29.758364	-7.272235	0.203303	-0.090718	0.019967	-0.974700
1763016438.563409	-142.170410	29.846716	-7.209828	0.250820	-0.072520	-0.002717	-0.965310
1763016438.763839	-142.879349	29.919218	-7.149676	0.297338	-0.056087	-0.023626	-0.952831
1763016438.964143	-143.656799	29.962194	-7.094056	0.344587	-0.039708	-0.044868	-0.936840
1763016439.164222	-144.402573	29.957062	-7.055212	0.388504	-0.008961	-0.091104	-0.916889
1763016439.364533	-145.165222	29.874838	-7.038531	0.431868	0.034239	-0.147878	-0.889072
1763016439.565034	-145.772141	29.717333	-7.036298	0.467928	0.034852	-0.145714	-0.870974
1763016439.765215	-146.385941	29.444946	-7.038753	0.509069	0.009711	-0.099308	-0.854922
1763016439.965427	-146.923218	29.106430	-7.078250	0.547401	0.004624	-0.075853	-0.833413
